filename,width,height,class,xmin,ymin,xmax,ymax,image_id
charlotte_1199553825916918968_20160305.jpg,612,612,Nike,486,29,579,71,32
charlotte_1200026482031669161_20160306.jpg,1080,934,Nike,631,808,741,855,33
charlotte_1200074231609344398_20160306.jpg,612,612,Nike,486,29,580,69,34
charlotte_1200956564071826396_20160307.jpg,612,612,Nike,486,30,581,71,35
charlotte_1205324243571404436_20160313.jpg,1080,1080,Nike,152,832,242,919,36
charlotte_1206857756612270059_20160316.jpg,1080,1080,Nike,714,576,966,711,37
charlotte_1208322288540091326_20160318.jpg,480,480,Nike,357,63,436,103,38
charlotte_1208708835705181624_20160318.jpg,612,612,Nike,486,32,578,68,39
charlotte_1210423463355650794_20160320.jpg,1080,1124,Nike,597,1026,707,1100,40
charlotte_1213481095521100167_20160325.jpg,1080,1080,Nike,858,204,984,273,41
charlotte_1219119373070186619_20160401.jpg,1080,1080,Nike,774,966,907,1039,42
charlotte_1220642266385918623_20160404.jpg,750,750,Nike,407,41,505,85,43
charlotte_1222175389011824663_20160406.jpg,1080,1349,Nike,614,665,674,750,44
charlotte_1225324271771429975_20160410.jpg,640,640,Nike,510,31,604,71,45
charlotte_1225735413159814222_20160411.jpg,1080,1080,Nike,246,926,326,994,46
charlotte_1228337912815539103_20160414.jpg,1080,1080,Nike,246,481,381,539,47
charlotte_1230812622801324017_20160418.jpg,1080,1080,Nike,374,894,519,971,48
charlotte_1237287983716388709_20160427.jpg,1080,1080,Nike,209,626,351,690,49
charlotte_1241243426656435328_20160502.jpg,1080,1080,Nike,571,923,738,1010,50
charlotte_1242698103322212225_20160504.jpg,1080,864,Nike,263,600,382,653,51
charlotte_1245759383284184986_20160508.jpg,1080,1349,Nike,545,41,764,113,52
charlotte_1248606275652187555_20160512.jpg,1080,1251,Nike,482,616,551,668,53
charlotte_1249282953884125002_20160513.jpg,1080,1349,Nike,174,922,297,989,54
charlotte_1251565890497939486_20160516.jpg,1080,1080,Nike,764,47,906,108,55
charlotte_1251764215444785590_20160516.jpg,612,612,Nike,405,394,600,479,56
charlotte_1252308502916699270_20160517.jpg,750,750,Nike,565,246,697,320,57
charlotte_1252428392164514529_20160517.jpg,612,612,Nike,486,30,580,69,58
charlotte_1257262580618820475_20160524.jpg,612,612,Nike,486,29,585,66,59
charlotte_1257807622111998009_20160525.jpg,640,640,Nike,395,303,555,399,60
charlotte_1258737467346713138_20160526.jpg,612,612,Nike,486,24,579,71,61
charlotte_1260208976175249351_20160528.jpg,1080,1080,Nike,379,289,593,344,62
charlotte_1263098701793882819_20160601.jpg,640,640,Nike,508,30,606,71,63
charlotte_1268033208131418041_20160608.jpg,1080,719,Nike,561,369,639,436,64
charlotte_1269258762740923909_20160610.jpg,1080,1080,Nike,746,476,883,546,65
charlotte_1270338821444246008_20160611.jpg,640,640,Nike,511,34,606,72,66
charlotte_1271816757262456868_20160613.jpg,640,640,Nike,317,374,429,436,67
charlotte_1278609612093257149_20160623.jpg,1080,1349,Nike,50,1183,258,1264,68
charlotte_1285455667721488943_20160702.jpg,1080,938,Nike,68,608,201,698,69
charlotte_1285530730671616474_20160702.jpg,640,640,Nike,509,32,607,73,70
charlotte_1285560926791269416_20160702.jpg,1080,1349,Nike,433,308,615,382,71
charlotte_1286986691919558085_20160704.jpg,1080,1350,Nike,607,15,756,72,72
charlotte_1289236977262467897_20160707.jpg,640,640,Nike,346,404,468,475,73
charlotte_1298132023486974296_20160719.jpg,1080,1273,Nike,505,1092,761,1273,74
charlotte_1298184798719711203_20160720.jpg,1080,1080,Nike,206,988,265,1043,75
charlotte_1309100543533011986_20160804.jpg,1080,1080,Nike,828,879,1035,958,76
charlotte_1313032227864756954_20160809.jpg,750,415,Nike,354,234,401,257,77
charlotte_1318069970219087731_20160816.jpg,1080,1349,Nike,492,1145,571,1236,78
charlotte_1319143068880635533_20160817.jpg,1080,1080,Nike,831,958,886,1015,79
charlotte_1320227339698778128_20160819.jpg,1080,1080,Nike,334,61,517,114,80
charlotte_1321103615418835492_20160820.jpg,1080,1080,Nike,853,883,916,939,81
charlotte_1321843431689191143_20160821.jpg,1080,1080,Nike,827,592,1016,762,82
charlotte_1327223694371684709_20160829.jpg,640,640,Nike,482,49,538,83,83
charlotte_1331522831318466228_20160904.jpg,1080,1080,Nike,405,743,489,804,84
charlotte_1332059624115049696_20160904.jpg,1080,1080,Nike,140,792,312,853,85
charlotte_1332947900954997574_20160905.jpg,1080,1349,Nike,437,1076,526,1160,86
charlotte_1335986579864691314_20160910.jpg,1080,1080,Nike,300,348,422,414,87
charlotte_1336436850059068736_20160910.jpg,1080,1080,Nike,157,1,353,49,88
charlotte_1338797132777384786_20160914.jpg,1080,1080,Nike,879,57,1023,118,89
charlotte_1339205202267644495_20160914.jpg,1080,836,Nike,614,686,676,741,90
charlotte_1340135889451424822_20160915.jpg,1080,1080,Nike,654,30,836,210,91
charlotte_1341769938557723563_20160918.jpg,612,612,Nike,485,30,582,71,92
charlotte_1342201581797686096_20160918.jpg,1080,1080,Nike,583,365,899,488,93
charlotte_1346506033522044768_20160924.jpg,1080,828,Nike,232,648,326,720,94
charlotte_1347477091393823134_20160926.jpg,1080,972,Nike,110,466,268,531,95
charlotte_1347480583748341560_20160926.jpg,1080,1349,Nike,341,1060,513,1130,96
charlotte_1347828107016534959_20160926.jpg,640,640,Nike,212,297,286,333,97
charlotte_1349294231734423155_20160928.jpg,1080,1080,Nike,13,208,109,269,98
charlotte_1351658038951580812_20161001.jpg,1080,1080,Nike,236,768,368,853,99
charlotte_1353650630409023606_20161004.jpg,640,640,Nike,471,47,586,96,100
charlotte_1355419226202746545_20161007.jpg,1080,782,Nike,779,552,893,629,101
charlotte_1359410502425659462_20161012.jpg,1080,809,Nike,174,637,241,679,102
charlotte_1363002759444208157_20161017.jpg,1080,1080,Nike,857,62,1022,130,103
charlotte_1366759522995128481_20161022.jpg,1080,1080,Nike,992,479,1080,546,104
charlotte_1373522103890292813_20161031.jpg,1080,1349,Nike,786,937,890,1036,105
charlotte_1374750429061117943_20161102.jpg,1080,1080,Nike,400,840,503,923,106
charlotte_1374863934829490805_20161102.jpg,1080,1350,Nike,212,705,322,775,107
charlotte_1377066497642185884_20161105.jpg,1080,1080,Nike,459,359,639,432,108
charlotte_1378283179911953010_20161107.jpg,1080,747,Nike,492,70,604,123,109
charlotte_1380894519280680761_20161111.jpg,1080,1080,Nike,717,202,863,258,110
charlotte_1383781489930269270_20161115.jpg,1080,1349,Nike,539,1228,702,1297,111
charlotte_1384812744444504643_20161116.jpg,1080,720,Nike,514,165,586,220,112
charlotte_1385058530599541650_20161116.jpg,1080,1080,Nike,652,859,801,937,113
charlotte_1387034709745581235_20161119.jpg,1080,1080,Nike,664,327,835,424,114
charlotte_1387259816833871752_20161119.jpg,1080,825,Nike,383,110,507,175,115
charlotte_1387811254302828566_20161120.jpg,1080,1080,Nike,824,70,1026,144,116
charlotte_1389613864156451951_20161123.jpg,1080,855,Nike,609,483,670,529,117
charlotte_1391788935327580659_20161126.jpg,1080,1080,Nike,13,823,332,907,118
charlotte_1392320499136407552_20161126.jpg,640,640,Nike,225,228,258,264,119
charlotte_1397643379957113705_20161204.jpg,320,320,Nike,31,249,85,282,120
charlotte_1397879632543591046_20161204.jpg,1080,1349,Nike,99,1052,262,1167,121
charlotte_1402549748162221407_20161211.jpg,1080,1301,Nike,405,827,554,911,122
charlotte_1412449659078744422_20161224.jpg,1080,1080,Nike,858,55,1022,134,123
charlotte_1414580655497719431_20161227.jpg,1080,1080,Nike,208,916,465,1052,124
charlotte_1414733445963515212_20161227.jpg,750,937,Nike,22,373,68,423,125
charlotte_1415647466912823765_20161229.jpg,1080,1080,Nike,726,517,843,572,126
charlotte_1416090034704804651_20161229.jpg,1080,1080,Nike,77,837,160,920,127
charlotte_1416496272407397208_20161230.jpg,1080,1080,Nike,783,647,901,719,128
charlotte_1417659348746157514_20161231.jpg,1080,1080,Nike,121,893,243,957,129
charlotte_1417777133635753673_20170101.jpg,1080,1080,Nike,881,60,1021,119,130
charlotte_1420063935587300115_20170104.jpg,1080,1080,Nike,464,673,583,815,131
charlotte_1420383231962145081_20170104.jpg,1080,899,Nike,760,290,868,372,132
charlotte_1420559465325587450_20170104.jpg,1080,1350,Nike,491,892,563,990,133
charlotte_1420694004076840938_20170105.jpg,1080,810,Nike,724,557,847,611,134
charlotte_1424497646986366087_20170110.jpg,1080,681,Nike,603,486,680,520,135
charlotte_1425615295599249640_20170111.jpg,1080,1080,Nike,556,859,706,918,136
charlotte_1432693719857091845_20170121.jpg,1080,1080,Nike,272,676,360,745,137
charlotte_1432892170466252741_20170121.jpg,1080,1295,Nike,228,840,300,902,138
charlotte_1433119939333601310_20170122.jpg,480,480,Nike,23,32,110,79,139
charlotte_1435725329175274025_20170125.jpg,1080,1080,Nike,456,478,761,621,140
charlotte_1435822153080845120_20170125.jpg,1080,841,Nike,710,223,797,268,141
charlotte_1437061600045337951_20170127.jpg,1080,1080,Nike,902,896,969,958,142
charlotte_1437826734376316187_20170128.jpg,1080,1080,Nike,348,702,462,778,143
charlotte_1439156657863321383_20170130.jpg,640,640,Nike,418,286,533,367,144
charlotte_1443789230795190274_20170205.jpg,1080,1080,Nike,818,64,1015,148,145
charlotte_1445171779407496990_20170207.jpg,1080,810,Nike,253,354,480,514,146
charlotte_1445912275650233798_20170208.jpg,750,854,Nike,274,241,390,332,147
charlotte_1447966755129201887_20170211.jpg,1080,1080,Nike,878,59,1020,117,148
charlotte_1447971357278535813_20170211.jpg,1080,1095,Nike,634,527,772,583,149
charlotte_1448965679075134489_20170213.jpg,1080,1080,Nike,543,407,673,522,150
charlotte_1449285354380123222_20170213.jpg,1080,1350,Nike,631,648,686,719,151
charlotte_1450188740243885535_20170214.jpg,1080,1080,Nike,599,213,719,291,152
charlotte_1452961089162617601_20170218.jpg,640,791,Nike,108,696,210,734,153
charlotte_1453724788009860813_20170219.jpg,1080,1235,Nike,781,768,963,897,154
charlotte_1459002999493733536_20170226.jpg,1080,1080,Nike,105,594,291,697,155
charlotte_1462661779615518312_20170303.jpg,1080,1350,Nike,243,772,346,861,156
charlotte_1463845782049770456_20170305.jpg,1080,810,Nike,669,375,776,418,157
charlotte_1466001460009243412_20170308.jpg,1080,1084,Nike,379,280,591,446,158
charlotte_1466342913490386309_20170309.jpg,1080,1080,Nike,755,573,1054,747,159
charlotte_1468579664285384876_20170312.jpg,1080,1080,Nike,926,839,985,915,160
charlotte_1468670300258211824_20170312.jpg,1080,809,Nike,446,128,512,172,161
charlotte_1471393499768307390_20170316.jpg,750,750,Nike,184,299,334,409,162
charlotte_1473326519853277687_20170318.jpg,1080,810,Nike,609,646,667,688,163
charlotte_1473560058549736543_20170319.jpg,1080,1075,Nike,269,343,421,471,164
charlotte_1475681612892067330_20170321.jpg,1080,1080,Nike,737,400,892,455,165
charlotte_1478649798050671749_20170326.jpg,1080,1350,Nike,729,77,843,173,166
charlotte_1479164308104501421_20170326.jpg,1080,1080,Nike,103,566,176,662,167
charlotte_1480758832908418170_20170328.jpg,1080,1350,Nike,558,1079,617,1171,168
charlotte_1483693839327063338_20170401.jpg,1080,1350,Nike,330,1087,410,1155,169
charlotte_1485799164523616165_20170404.jpg,1080,1350,Nike,481,777,755,891,170
charlotte_1485894590929451435_20170405.jpg,1080,1080,Nike,860,60,1021,128,171
charlotte_1490252321253454875_20170411.jpg,1080,1350,Nike,220,68,390,201,172
charlotte_1490308291891304123_20170411.jpg,640,800,Nike,357,260,449,313,173
charlotte_1490585119621441686_20170411.jpg,1080,1080,Nike,934,541,988,598,174
charlotte_1491361708076238639_20170412.jpg,1080,912,Nike,566,742,791,828,175
charlotte_1491574903097501252_20170412.jpg,1080,1080,Nike,847,525,938,587,176
charlotte_1493294072784276146_20170415.jpg,1080,1080,Nike,632,765,688,821,177
charlotte_1494985124571039108_20170417.jpg,1080,1080,Nike,714,617,782,706,178
charlotte_1495361175583448311_20170418.jpg,1080,1080,Nike,769,363,843,419,179
charlotte_1496491478217453414_20170419.jpg,1080,1080,Nike,151,959,318,1078,180
charlotte_1498196422142281230_20170421.jpg,1080,1080,Nike,305,928,486,1053,181
charlotte_1499526836395696429_20170423.jpg,1080,1080,Nike,503,408,648,500,182
charlotte_1499651030516861669_20170424.jpg,1080,572,Nike,67,398,153,441,183
charlotte_1499783691236247421_20170424.jpg,1080,1080,Nike,286,572,370,664,184
charlotte_1500016209163580455_20170424.jpg,1080,1080,Nike,670,447,773,499,185
charlotte_1500717639415427308_20170425.jpg,1080,1350,Nike,813,6,1076,136,186
charlotte_1500999993014961511_20170425.jpg,1080,1350,Nike,320,398,627,592,187
charlotte_1502008058891893890_20170427.jpg,750,750,Nike,287,381,471,481,188
charlotte_1503350505362895894_20170429.jpg,1080,1080,Nike,123,973,265,1039,189
charlotte_1508757406816147556_20170506.jpg,1080,883,Nike,307,112,398,154,190
charlotte_1508790686630034372_20170506.jpg,1080,1080,Nike,863,57,1009,119,191
charlotte_1508871297655080284_20170506.jpg,1080,1080,Nike,879,55,1024,182,192
charlotte_1510927793058720890_20170509.jpg,640,640,Nike,197,96,299,159,193
charlotte_1511193567959077653_20170509.jpg,1080,1080,Nike,214,610,302,689,194
charlotte_1513035650106310350_20170512.jpg,1080,1080,Nike,488,776,621,842,195
charlotte_1514342315076996095_20170514.jpg,1080,1080,Nike,296,887,367,983,196
charlotte_1515426631924352852_20170515.jpg,1080,1349,Nike,378,519,580,597,197
charlotte_1515959833524914397_20170516.jpg,1080,1080,Nike,343,310,507,375,198
charlotte_1516828785276874745_20170517.jpg,1080,1080,Nike,859,54,1031,121,199
charlotte_1517763616600803279_20170518.jpg,1080,1080,Nike,861,60,1020,127,200
charlotte_1517787502600340650_20170519.jpg,1080,1201,Nike,228,486,471,600,201
charlotte_1519216865585580855_20170520.jpg,1080,1080,Nike,726,58,870,121,202
charlotte_1519702349772275151_20170521.jpg,1080,1350,Nike,327,953,501,1077,203
charlotte_1520279334539484341_20170522.jpg,1080,1350,Nike,702,1229,819,1316,204
charlotte_1520632284800892668_20170522.jpg,750,750,Nike,426,449,472,496,205
charlotte_1521279138962845930_20170523.jpg,1080,1350,Nike,636,1007,817,1083,206
charlotte_1521282615109728380_20170523.jpg,640,799,Nike,427,580,538,641,207
charlotte_1521518448012750590_20170524.jpg,1080,1080,Nike,218,1013,368,1076,208
charlotte_1521886801856448884_20170524.jpg,1080,1080,Nike,858,53,1025,122,209
charlotte_1522082583536828002_20170524.jpg,1080,1350,Nike,408,49,684,212,210
charlotte_1523973005129378551_20170527.jpg,1080,1080,Nike,285,109,374,164,211
charlotte_1524825379843801687_20170528.jpg,1080,1080,Nike,510,633,680,721,212
charlotte_1525515109144031218_20170529.jpg,1080,608,Nike,789,143,860,178,213
charlotte_1525589616307128751_20170529.jpg,1080,1080,Nike,1,811,129,867,214
charlotte_1526517530133288861_20170531.jpg,1080,1080,Nike,171,872,348,972,215
charlotte_1527514997869264064_20170601.jpg,1080,1080,Nike,662,426,747,500,216
charlotte_1528445251503835031_20170602.jpg,480,360,Nike,52,209,81,227,217
charlotte_1528820440208782720_20170603.jpg,1080,1213,Nike,460,280,564,352,218
charlotte_1530246247893337224_20170605.jpg,1080,1080,Nike,234,945,366,1008,219
charlotte_1530652633604336199_20170605.jpg,1080,1349,Nike,284,435,373,495,220
charlotte_1532009631843415404_20170607.jpg,1080,1080,Nike,862,52,990,119,221
charlotte_1532074959344573439_20170607.jpg,1080,1080,Nike,862,55,1020,119,222
charlotte_1532222890191520913_20170607.jpg,1080,1080,Nike,205,81,386,175,223
charlotte_1532826967844742296_20170608.jpg,1080,1080,Nike,810,834,912,906,224
charlotte_1534433544646330370_20170610.jpg,1080,1080,Nike,591,256,753,321,225
charlotte_1536634238458442414_20170614.jpg,1080,1080,Nike,464,855,571,935,226
charlotte_1537065576319776858_20170614.jpg,1080,1080,Nike,916,399,1065,559,227
charlotte_1537728677194063055_20170615.jpg,1080,1080,Nike,279,989,346,1044,228
charlotte_1538062619355861138_20170616.jpg,1080,608,Nike,752,486,820,517,229
charlotte_1538790020008426202_20170617.jpg,1080,1350,Nike,155,835,251,886,230
charlotte_1539114987301401155_20170617.jpg,1080,1078,Nike,133,873,546,1043,231
charlotte_1540136314291888730_20170618.jpg,1080,1349,Nike,34,330,117,460,232
charlotte_1540280183315463887_20170619.jpg,1080,1080,Nike,665,833,746,891,233
charlotte_1540934297405645084_20170619.jpg,1080,1080,Nike,492,252,962,433,234
charlotte_1544584319334285214_20170625.jpg,1080,1350,Nike,316,152,664,352,235
charlotte_1548077689730425968_20170629.jpg,1080,1349,Nike,700,123,866,222,236
charlotte_1550056895812696961_20170702.jpg,1080,1080,Nike,859,54,1017,121,237
charlotte_1550191317945265967_20170702.jpg,1080,1229,Nike,332,1033,464,1100,238
charlotte_1551056346789730131_20170703.jpg,1080,1080,Nike,474,659,539,713,239
charlotte_1552304181984708337_20170705.jpg,750,750,Nike,411,432,475,479,240
charlotte_1552907181165422276_20170706.jpg,1080,1350,Nike,588,1042,673,1121,241
charlotte_1553983355282952971_20170707.jpg,1080,1080,Nike,373,986,474,1044,242
charlotte_1554392006389412188_20170708.jpg,612,612,Nike,402,558,443,591,243
charlotte_1554472404007420427_20170708.jpg,1080,1080,Nike,610,137,805,250,244
charlotte_1554783066786178805_20170709.jpg,1080,1080,Nike,17,835,185,959,245
charlotte_1554818419895274665_20170709.jpg,1080,1079,Nike,734,471,812,545,246
charlotte_1556581547179358035_20170711.jpg,1080,1080,Nike,157,955,256,1023,247
charlotte_1557705865590859467_20170713.jpg,1080,1080,Nike,577,969,698,1070,248
charlotte_1558407171430164109_20170714.jpg,480,375,Nike,171,276,211,298,249
charlotte_1558829078373885964_20170714.jpg,1080,1350,Nike,349,33,510,107,250
charlotte_1560389349329393045_20170716.jpg,1080,1080,Nike,249,874,395,969,251
charlotte_1567565211597150229_20170726.jpg,1080,1080,Nike,858,55,1023,120,252
charlotte_1568125265259114167_20170727.jpg,1080,1080,Nike,860,56,1017,119,253
charlotte_1569554995555587127_20170729.jpg,1080,1080,Nike,790,994,904,1048,254
charlotte_1571198202228905835_20170731.jpg,1080,1080,Nike,860,56,1022,119,255
charlotte_1571987927947630726_20170801.jpg,1080,1080,Nike,401,361,681,490,256
charlotte_1572484959254509875_20170802.jpg,1080,1080,Nike,862,55,1021,115,257
charlotte_1572488292008209058_20170802.jpg,1080,1080,Nike,856,63,1025,133,258
charlotte_1572744465566122856_20170802.jpg,1080,1080,Nike,243,2,462,107,259
charlotte_1573242059918005576_20170803.jpg,1080,1080,Nike,858,61,1019,129,260
charlotte_1573595066373698776_20170804.jpg,1080,1080,Nike,38,679,186,741,261
charlotte_1573933879465874341_20170804.jpg,1080,1080,Nike,822,63,1020,149,262
charlotte_1574172420624869171_20170804.jpg,1080,1080,Nike,285,270,682,482,263
charlotte_1577775988128308328_20170809.jpg,1080,1080,Nike,363,365,721,522,264
charlotte_1578044869330085261_20170810.jpg,640,640,Nike,344,18,414,48,265
charlotte_1578393722050568532_20170810.jpg,1080,1080,Nike,881,60,1023,118,266
charlotte_1578689629636228399_20170811.jpg,1080,1080,Nike,413,573,684,696,267
charlotte_1579116168726505251_20170811.jpg,1080,1080,Nike,652,537,756,626,268
charlotte_1581191945497553072_20170814.jpg,1080,1080,Nike,437,709,522,771,269
charlotte_1584938493200975584_20170819.jpg,750,750,Nike,595,36,711,86,270
charlotte_1585616514210848341_20170820.jpg,1080,1080,Nike,878,57,1025,120,271
charlotte_1585776770018586649_20170820.jpg,1080,1212,Nike,501,123,791,289,272
charlotte_1587707901835915645_20170823.jpg,1080,1080,Nike,907,30,1075,101,273
charlotte_1587868425342391442_20170823.jpg,1080,1080,Nike,748,664,1019,844,274
charlotte_1587970314230261191_20170823.jpg,1080,1080,Nike,699,953,766,1048,275
charlotte_1588591644289145949_20170824.jpg,1080,1080,Nike,864,59,1020,118,276
charlotte_1589555924342036313_20170826.jpg,1080,849,Nike,645,524,803,587,277
charlotte_1590180119028485051_20170826.jpg,1080,1350,Nike,455,899,637,1009,278
charlotte_1590180658130932056_20170826.jpg,1080,1350,Nike,451,907,597,985,279
charlotte_1593622155847884514_20170831.jpg,1080,720,Nike,367,94,496,154,280
charlotte_1594423348821303414_20170901.jpg,1080,1080,Nike,573,508,688,583,281
charlotte_1595468833718798901_20170903.jpg,1080,1350,Nike,339,736,468,836,282
charlotte_1596071058717146661_20170904.jpg,1080,1080,Nike,860,51,1026,124,283
charlotte_1596592778442992032_20170904.jpg,1080,1080,Nike,248,935,365,997,284
charlotte_1597335971001601104_20170905.jpg,1080,1080,Nike,85,525,161,583,285
charlotte_1597849185670020563_20170906.jpg,1080,1080,Nike,857,55,1022,123,286
charlotte_1598117208062743120_20170906.jpg,1080,1080,Nike,464,992,520,1047,287
charlotte_1598137202168870317_20170906.jpg,1080,718,Nike,6,606,66,669,288
charlotte_1599419835874443474_20170908.jpg,480,480,Nike,25,214,59,237,289
charlotte_1599513966400718683_20170908.jpg,1080,1350,Nike,357,1102,435,1176,290
charlotte_1599546829116432032_20170908.jpg,750,750,Nike,345,610,384,654,291
charlotte_1600372146995918454_20170909.jpg,1080,1080,Nike,746,459,809,531,292
charlotte_1601011107559055893_20170910.jpg,1080,1286,Nike,36,496,91,550,293
charlotte_1602215136965598201_20170912.jpg,750,430,Nike,190,35,248,93,294
charlotte_1602953809708157770_20170913.jpg,1080,1080,Nike,879,58,1023,121,295
charlotte_1603245724777304646_20170913.jpg,1080,1080,Nike,861,55,1027,119,296
charlotte_1603659123635236631_20170914.jpg,1080,1080,Nike,878,59,1022,118,297
charlotte_1605183500440762523_20170916.jpg,1080,1080,Nike,860,63,1020,128,298
charlotte_1605930319042998563_20170917.jpg,1080,1080,Nike,880,56,1028,116,299
charlotte_1605970061893581955_20170917.jpg,1080,1080,Nike,228,194,537,312,300
charlotte_1606711516936059442_20170918.jpg,640,640,Nike,6,300,56,343,301
charlotte_1606923408937972893_20170919.jpg,1080,1080,Nike,583,492,659,581,302
charlotte_1608002323630719698_20170920.jpg,1080,1080,Nike,862,55,1022,118,303
charlotte_1608010557611483991_20170920.jpg,750,750,Nike,369,678,413,746,304
charlotte_1608061168358247407_20170920.jpg,1080,657,Nike,535,64,665,119,305
charlotte_1608082509621878890_20170920.jpg,1080,1080,Nike,856,57,1023,132,306
charlotte_1609761772888592370_20170922.jpg,1080,1350,Nike,379,63,642,235,307
charlotte_1610475636443217593_20170923.jpg,1080,1080,Nike,303,477,441,547,308
charlotte_1610988457860157472_20170924.jpg,1080,1349,Nike,0,1061,90,1131,309
charlotte_1611097892947261676_20170924.jpg,1080,565,Nike,489,532,555,561,310
charlotte_1611151153471176462_20170924.jpg,1080,852,Nike,846,282,922,329,311
charlotte_1611152558410520322_20170924.jpg,1080,1151,Nike,109,1014,198,1073,312
charlotte_1611159278299529692_20170924.jpg,1080,607,Nike,217,468,297,501,313
charlotte_1611775676981249579_20170925.jpg,1080,1080,Nike,862,56,1023,118,314
charlotte_1611974856164209315_20170925.jpg,1080,1350,Nike,490,52,782,206,315
charlotte_1612402387309679555_20170926.jpg,1080,1080,Nike,190,989,255,1049,316
charlotte_1612546876896170345_20170926.jpg,1080,1080,Nike,857,59,1021,132,317
charlotte_1612628405449364622_20170926.jpg,1080,1350,Nike,691,1178,809,1257,318
charlotte_1613244382041997479_20170927.jpg,1080,1076,Nike,540,330,761,431,319
charlotte_1613420838308897411_20170927.jpg,1080,716,Nike,266,676,358,715,320
charlotte_1613907628291079749_20170928.jpg,750,748,Nike,204,373,358,425,321
charlotte_1613983364468716820_20170928.jpg,1080,1080,Nike,859,52,1023,133,322
charlotte_1615332145218991817_20170930.jpg,1080,1080,Nike,859,60,1022,129,323
charlotte_1615351977146017701_20170930.jpg,1080,1080,Nike,882,227,992,299,324
charlotte_1615564936237504319_20170930.jpg,1080,608,Nike,184,283,281,357,325
charlotte_1615566938188297773_20170930.jpg,1080,1080,Nike,173,510,334,636,326
charlotte_1616127806945023110_20171001.jpg,1080,1080,Nike,542,459,691,543,327
charlotte_1616156776205714940_20171001.jpg,1080,1350,Nike,669,681,799,759,328
charlotte_1617011745799402967_20171002.jpg,1080,1181,Nike,559,891,848,1038,329
charlotte_1617608400987586811_20171003.jpg,1080,1080,Nike,861,61,1022,129,330
charlotte_1620513971117689613_20171007.jpg,1080,1350,Nike,430,101,633,225,331
charlotte_1620591312935134174_20171007.jpg,1080,1080,Nike,300,951,437,1012,332
charlotte_1621763797926713455_20171009.jpg,1080,1290,Nike,165,1073,275,1163,333
charlotte_1622833702323096347_20171010.jpg,1080,1234,Nike,60,891,204,982,334
charlotte_1623220456855207465_20171011.jpg,1080,1080,Nike,860,55,1021,120,335
charlotte_1623237754240466141_20171011.jpg,1080,1349,Nike,611,1121,699,1203,336
charlotte_1625054194519812574_20171014.jpg,1080,1080,Nike,7,670,118,730,337
charlotte_1625788040373001233_20171015.jpg,750,750,Nike,101,517,166,562,338
charlotte_1626421540484410747_20171015.jpg,1080,1080,Nike,484,719,753,845,339
charlotte_1627052469341435664_20171016.jpg,1080,1080,Nike,242,91,400,171,340
